남은 시간,학습 진도율,구분,가중치,우선순위 점수
7592,69,96,일반,0.5,0.2072
7593,127,32,전공,1.5,10.2118
7594,305,79,교양,1.0,2.1033
7595,127,69,교양,1.0,3.1079
7596,297,40,교양,1.0,6.0034
7597,50,70,교양,1.0,3.02
7598,226,95,일반,0.5,0.2522
7599,237,86,일반,0.5,0.7021
7600,15,99,전공,1.5,0.2499
7601,328,47,일반,0.5,2.6515
7602,150,25,교양,1.0,7.5067
7603,185,88,전공,1.5,1.8081
7604,197,34,교양,1.0,6.6051
7605,336,66,교양,1.0,3.403
7606,44,61,교양,1.0,3.9227
7607,329,49,전공,1.5,7.6546
7608,302,54,전공,1.5,6.905
7609,263,51,일반,0.5,2.4519
7610,103,68,일반,0.5,1.6049
7611,30,92,일반,0.5,0.4167
7612,218,6,전공,1.5,14.1069
7613,251,54,일반,0.5,2.302
7614,46,35,교양,1.0,6.5217
7615,62,26,전공,1.5,11.1242
7616,119,96,일반,0.5,0.2042
7617,82,51,교양,1.0,4.9122
7618,146,73,전공,1.5,4.0603
7619,146,79,일반,0.5,1.0534
7620,43,13,일반,0.5,4.3616
7621,309,9,일반,0.5,4.5516
7622,91,19,일반,0.5,4.0555
7623,208,49,전공,1.5,7.6572
7624,232,30,일반,0.5,3.5022
7625,21,90,일반,0.5,0.5238
7626,188,17,일반,0.5,4.1527
7627,271,81,교양,1.0,1.9037
7628,210,22,전공,1.5,11.7071
7629,252,72,일반,0.5,1.402
7630,144,26,교양,1.0,7.4069
7631,213,75,일반,0.5,1.2523
7632,83,73,일반,0.5,1.356
7633,305,96,교양,1.0,0.4033
7634,38,67,전공,1.5,4.9895
7635,49,12,일반,0.5,4.4102
7636,41,3,일반,0.5,4.8622
7637,12,27,교양,1.0,7.3833
7638,224,59,전공,1.5,6.1567
7639,289,3,교양,1.0,9.7035
7640,211,24,전공,1.5,11.4071
7641,216,75,교양,1.0,2.5046
7642,174,30,전공,1.5,10.5086
7643,318,21,교양,1.0,7.9031
7644,34,71,전공,1.5,4.3941
7645,309,85,전공,1.5,2.2549
7646,105,62,전공,1.5,5.7143
7647,242,26,전공,1.5,11.1062
7648,53,79,일반,0.5,1.0594
7649,81,7,교양,1.0,9.3123
7650,40,30,일반,0.5,3.5125
7651,256,96,교양,1.0,0.4039
7652,65,21,일반,0.5,3.9577
7653,167,24,일반,0.5,3.803
7654,75,98,일반,0.5,0.1067
7655,145,9,일반,0.5,4.5534
7656,257,44,교양,1.0,5.6039
7657,254,16,전공,1.5,12.6059
7658,234,92,교양,1.0,0.8043
7659,161,61,전공,1.5,5.8593
7660,278,97,전공,1.5,0.4554
7661,310,88,일반,0.5,0.6016
7662,208,54,일반,0.5,2.3024
7663,298,70,일반,0.5,1.5017
7664,246,31,일반,0.5,3.452
7665,17,82,일반,0.5,0.9294
7666,213,97,교양,1.0,0.3047
7667,311,66,전공,1.5,5.1048
7668,223,52,전공,1.5,7.2067
7669,145,44,일반,0.5,2.8034
7670,160,32,교양,1.0,6.8062
7671,256,74,일반,0.5,1.302
7672,145,40,일반,0.5,3.0034
7673,105,40,교양,1.0,6.0095
7674,221,67,일반,0.5,1.6523
7675,56,13,교양,1.0,8.7179
7676,122,22,일반,0.5,3.9041
7677,190,57,교양,1.0,4.3053
7678,114,55,일반,0.5,2.2544
7679,206,71,일반,0.5,1.4524
7680,20,82,일반,0.5,0.925
7681,115,64,전공,1.5,5.413
7682,184,35,일반,0.5,3.2527
7683,251,22,일반,0.5,3.902
7684,108,45,전공,1.5,8.2639
7685,59,100,일반,0.5,0.0085
7686,308,14,교양,1.0,8.6032
7687,280,38,교양,1.0,6.2036
7688,306,18,전공,1.5,12.3049
7689,204,50,전공,1.5,7.5074
7690,147,73,일반,0.5,1.3534
7691,41,6,일반,0.5,4.7122
7692,326,85,전공,1.5,2.2546
7693,283,17,전공,1.5,12.4553
7694,163,92,전공,1.5,1.2092
7695,261,94,일반,0.5,0.3019
7696,107,96,교양,1.0,0.4093
7697,249,66,교양,1.0,3.404
7698,15,92,일반,0.5,0.4333
7699,215,44,전공,1.5,8.407
7700,278,68,교양,1.0,3.2036
7701,81,90,일반,0.5,0.5062
7702,325,18,일반,0.5,4.1015
7703,188,16,일반,0.5,4.2027
7704,107,21,일반,0.5,3.9547
7705,61,5,교양,1.0,9.5164
7706,101,44,전공,1.5,8.4149
7707,308,19,전공,1.5,12.1549
7708,284,76,교양,1.0,2.4035
7709,190,59,일반,0.5,2.0526
7710,316,9,교양,1.0,9.1032
7711,326,25,교양,1.0,7.5031
7712,2,80,전공,1.5,3.7463
7713,254,71,교양,1.0,2.9039
7714,26,18,전공,1.5,12.3577
7715,66,69,일반,0.5,1.5576
7716,36,45,교양,1.0,5.5278
7717,165,69,일반,0.5,1.553
7718,215,53,일반,0.5,2.3523
7719,193,88,일반,0.5,0.6026
7720,280,79,일반,0.5,1.0518
7721,290,0,교양,1.0,10.0034
7722,223,83,일반,0.5,0.8522
7723,252,54,일반,0.5,2.302
7724,205,76,교양,1.0,2.4049
7725,163,25,일반,0.5,3.7531
7726,214,59,일반,0.5,2.0523
7727,264,33,전공,1.5,10.0557
7728,18,95,교양,1.0,0.5555
7729,266,28,교양,1.0,7.2038
7730,135,77,교양,1.0,2.3074
7731,328,16,전공,1.5,12.6046
7732,16,50,일반,0.5,2.5312
7733,252,51,일반,0.5,2.452
7734,317,26,전공,1.5,11.1047
7735,324,14,일반,0.5,4.3015
7736,190,98,전공,1.5,0.3079
7737,336,21,교양,1.0,7.903
7738,3,88,전공,1.5,2.2983
7739,213,4,전공,1.5,14.407
7740,254,63,일반,0.5,1.852
7741,78,100,전공,1.5,0.0192
7742,147,48,교양,1.0,5.2068
7743,166,67,일반,0.5,1.653
7744,63,98,교양,1.0,0.2159
7745,127,44,전공,1.5,8.4118
7746,302,28,전공,1.5,10.805
7747,189,30,전공,1.5,10.5079
7748,90,27,전공,1.5,10.9667
7749,301,77,교양,1.0,2.3033
7750,18,63,일반,0.5,1.8778
7751,162,17,일반,0.5,4.1531
7752,35,29,전공,1.5,10.6928
7753,150,23,교양,1.0,7.7067
7754,136,92,일반,0.5,0.4037
7755,144,43,일반,0.5,2.8535
7756,32,15,일반,0.5,4.2656
7757,124,31,전공,1.5,10.3621
7758,24,65,일반,0.5,1.7708
7759,43,10,전공,1.5,13.5349
7760,160,16,전공,1.5,12.6094
7761,104,29,일반,0.5,3.5548
7762,43,72,전공,1.5,4.2349
7763,214,84,교양,1.0,1.6047
7764,164,23,일반,0.5,3.853
7765,207,83,전공,1.5,2.5572
7766,127,19,교양,1.0,8.1079
7767,266,46,전공,1.5,8.1056
7768,201,8,전공,1.5,13.8075
7769,147,78,일반,0.5,1.1034
7770,164,18,일반,0.5,4.103
7771,182,22,일반,0.5,3.9027
7772,241,74,교양,1.0,2.6041
7773,331,56,전공,1.5,6.6045
7774,254,12,교양,1.0,8.8039
7775,276,99,교양,1.0,0.1036
7776,291,64,일반,0.5,1.8017
7777,43,26,전공,1.5,11.1349
7778,301,31,일반,0.5,3.4517
7779,247,73,전공,1.5,4.0561
7780,288,99,교양,1.0,0.1035
7781,271,73,일반,0.5,1.3518
7782,271,80,일반,0.5,1.0018
7783,215,51,교양,1.0,4.9047
7784,22,94,전공,1.5,0.9682
7785,56,43,일반,0.5,2.8589
7786,90,33,일반,0.5,3.3556
7787,255,83,일반,0.5,0.852
7788,103,19,일반,0.5,4.0549
7789,110,57,일반,0.5,2.1545
7790,226,81,전공,1.5,2.8566
7791,306,73,전공,1.5,4.0549
7792,156,52,일반,0.5,2.4032
7793,265,55,교양,1.0,4.5038
7794,172,68,일반,0.5,1.6029
7795,199,68,교양,1.0,3.205
7796,25,95,일반,0.5,0.27
7797,99,2,일반,0.5,4.905
7798,200,70,교양,1.0,3.005
7799,115,46,일반,0.5,2.7043
7800,264,21,일반,0.5,3.9519
7801,149,55,교양,1.0,4.5067
7802,117,68,전공,1.5,4.8128
7803,108,83,교양,1.0,1.7093
7804,165,96,전공,1.5,0.6091
7805,285,8,교양,1.0,9.2035
7806,278,60,일반,0.5,2.0018
7807,279,44,교양,1.0,5.6036
7808,246,4,전공,1.5,14.4061
7809,127,26,일반,0.5,3.7039
7810,182,39,교양,1.0,6.1055
7811,227,59,교양,1.0,4.1044
7812,282,7,교양,1.0,9.3035
7813,131,8,일반,0.5,4.6038
7814,260,65,전공,1.5,5.2558
7815,242,73,전공,1.5,4.0562
7816,179,39,전공,1.5,9.1584
7817,261,98,교양,1.0,0.2038
7818,38,13,일반,0.5,4.3632
7819,221,70,일반,0.5,1.5023
7820,81,64,전공,1.5,5.4185
7821,312,87,전공,1.5,1.9548
7822,96,71,교양,1.0,2.9104
7823,15,45,일반,0.5,2.7833
7824,204,4,전공,1.5,14.4074
7825,136,19,교양,1.0,8.1074
7826,327,70,교양,1.0,3.0031
7827,272,88,일반,0.5,0.6018
7828,154,15,전공,1.5,12.7597
7829,256,18,전공,1.5,12.3059
7830,137,77,교양,1.0,2.3073
7831,229,76,전공,1.5,3.6065
7832,149,45,교양,1.0,5.5067
7833,193,86,교양,1.0,1.4052
7834,6,21,일반,0.5,4.0332
7835,272,20,전공,1.5,12.0055
7836,225,14,일반,0.5,4.3022
7837,221,73,교양,1.0,2.7045
7838,167,67,전공,1.5,4.959
7839,184,35,교양,1.0,6.5054
7840,305,90,일반,0.5,0.5016
7841,27,82,교양,1.0,1.837
7842,172,77,일반,0.5,1.1529
7843,256,53,전공,1.5,7.0559
7844,153,95,전공,1.5,0.7598
7845,66,96,교양,1.0,0.4151
7846,68,96,일반,0.5,0.2074
7847,255,31,전공,1.5,10.3559
7848,173,33,일반,0.5,3.3529
7849,147,66,일반,0.5,1.7034
7850,130,46,교양,1.0,5.4077
7851,255,14,교양,1.0,8.6039
7852,325,99,전공,1.5,0.1546
7853,68,92,일반,0.5,0.4074
7854,304,91,전공,1.5,1.3549
7855,36,42,전공,1.5,8.7417
7856,245,69,전공,1.5,4.6561
7857,190,9,교양,1.0,9.1053
7858,114,20,전공,1.5,12.0132
7859,55,68,교양,1.0,3.2182
7860,268,69,전공,1.5,4.6556
7861,31,82,전공,1.5,2.7484
7862,6,36,일반,0.5,3.2832
7863,328,10,일반,0.5,4.5015
7864,77,3,교양,1.0,9.713
7865,265,55,교양,1.0,4.5038
7866,212,0,교양,1.0,10.0047
7867,184,21,일반,0.5,3.9527
7868,294,56,일반,0.5,2.2017
7869,74,58,전공,1.5,6.3203
7870,293,91,일반,0.5,0.4517
7871,162,82,일반,0.5,0.9031
7872,233,45,일반,0.5,2.7521
7873,130,96,전공,1.5,0.6115
7874,189,36,일반,0.5,3.2026
7875,120,68,교양,1.0,3.2083
7876,202,45,일반,0.5,2.7525
7877,146,83,일반,0.5,0.8534
7878,251,14,일반,0.5,4.302
7879,257,77,일반,0.5,1.1519
7880,316,95,일반,0.5,0.2516
7881,62,94,일반,0.5,0.3081
7882,218,65,전공,1.5,5.2569
7883,25,76,전공,1.5,3.66
7884,18,16,전공,1.5,12.6833
7885,140,17,일반,0.5,4.1536
7886,319,0,전공,1.5,15.0047
7887,79,22,일반,0.5,3.9063
7888,305,41,전공,1.5,8.8549
7889,253,22,교양,1.0,7.804
7890,263,54,일반,0.5,2.3019
7891,12,18,교양,1.0,8.2833
7892,81,13,교양,1.0,8.7123
7893,54,4,일반,0.5,4.8093
7894,204,47,교양,1.0,5.3049
7895,162,75,전공,1.5,3.7593
7896,285,80,전공,1.5,3.0053
7897,172,27,일반,0.5,3.6529
7898,56,43,교양,1.0,5.7179
7899,112,81,일반,0.5,0.9545
7900,137,14,일반,0.5,4.3036
7901,299,56,일반,0.5,2.2017
7902,38,76,전공,1.5,3.6395
7903,91,90,일반,0.5,0.5055
7904,141,49,전공,1.5,7.6606
7905,62,24,일반,0.5,3.8081
7906,195,72,전공,1.5,4.2077
7907,116,14,전공,1.5,12.9129
7908,27,20,교양,1.0,8.037
7909,332,82,일반,0.5,0.9015
7910,209,92,전공,1.5,1.2072
7911,97,21,전공,1.5,11.8655
7912,265,12,교양,1.0,8.8038
7913,305,72,교양,1.0,2.8033
7914,99,24,전공,1.5,11.4151
7915,15,33,교양,1.0,6.7666
7916,300,31,일반,0.5,3.4517
7917,120,90,일반,0.5,0.5042
7918,146,50,교양,1.0,5.0068
7919,202,50,교양,1.0,5.005
7920,102,10,교양,1.0,9.0098
7921,5,87,일반,0.5,0.7498
7922,194,99,전공,1.5,0.1577
7923,298,89,교양,1.0,1.1034
7924,84,31,교양,1.0,6.9119
7925,73,76,교양,1.0,2.4137
7926,284,71,전공,1.5,4.3553
7927,216,10,교양,1.0,9.0046
7928,131,81,일반,0.5,0.9538
7929,257,10,전공,1.5,13.5058
7930,241,82,일반,0.5,0.9021
7931,28,97,전공,1.5,0.5036
7932,77,89,교양,1.0,1.113
7933,117,97,전공,1.5,0.4628
7934,30,67,교양,1.0,3.3333
7935,252,96,교양,1.0,0.404
7936,213,48,전공,1.5,7.807
7937,224,71,교양,1.0,2.9045
7938,293,60,일반,0.5,2.0017
7939,138,91,교양,1.0,0.9072
7940,257,78,일반,0.5,1.1019
7941,17,68,일반,0.5,1.6294
7942,269,54,교양,1.0,4.6037
7943,28,61,전공,1.5,5.9036
7944,169,46,일반,0.5,2.703
7945,292,95,일반,0.5,0.2517
7946,194,39,교양,1.0,6.1052
7947,116,65,전공,1.5,5.2629
7948,93,56,전공,1.5,6.6161
7949,215,63,일반,0.5,1.8523
7950,129,88,일반,0.5,0.6039
7951,220,15,일반,0.5,4.2523
7952,256,88,일반,0.5,0.602
7953,260,90,교양,1.0,1.0038
7954,197,95,전공,1.5,0.7576
7955,256,70,전공,1.5,4.5059
7956,162,56,일반,0.5,2.2031
7957,215,79,교양,1.0,2.1047
7958,206,48,일반,0.5,2.6024
7959,39,65,교양,1.0,3.5256
7960,90,27,일반,0.5,3.6556
7961,51,71,일반,0.5,1.4598
7962,86,21,일반,0.5,3.9558
7963,146,34,일반,0.5,3.3034
7964,101,7,일반,0.5,4.655
7965,161,14,전공,1.5,12.9093
7966,110,87,일반,0.5,0.6545
7967,322,40,전공,1.5,9.0047
7968,106,30,교양,1.0,7.0094
7969,91,60,일반,0.5,2.0055
7970,199,21,일반,0.5,3.9525
7971,283,46,전공,1.5,8.1053
7972,155,36,교양,1.0,6.4065
7973,47,82,교양,1.0,1.8213
7974,192,12,교양,1.0,8.8052
7975,96,96,전공,1.5,0.6156
7976,72,39,전공,1.5,9.1708
7977,199,99,교양,1.0,0.105
7978,293,66,전공,1.5,5.1051
7979,268,63,교양,1.0,3.7037
7980,23,43,일반,0.5,2.8717
7981,50,43,전공,1.5,8.58
7982,258,85,교양,1.0,1.5039
7983,238,27,교양,1.0,7.3042
7984,318,99,전공,1.5,0.1547
7985,32,8,일반,0.5,4.6156
7986,291,76,전공,1.5,3.6052
7987,313,34,교양,1.0,6.6032
7988,110,46,일반,0.5,2.7045
7989,144,15,전공,1.5,12.7604
7990,19,87,일반,0.5,0.6763
7991,141,2,교양,1.0,9.8071
7992,150,87,교양,1.0,1.3067
7993,198,78,일반,0.5,1.1025
7994,53,89,일반,0.5,0.5594
7995,255,17,일반,0.5,4.152
7996,79,41,일반,0.5,2.9563
7997,4,13,일반,0.5,4.4747
7998,235,16,전공,1.5,12.6064
7999,261,25,전공,1.5,11.2557
8000,286,28,일반,0.5,3.6017
8001,110,38,일반,0.5,3.1045
8002,33,77,교양,1.0,2.3303
8003,208,74,일반,0.5,1.3024
8004,126,60,교양,1.0,4.0079
8005,190,18,일반,0.5,4.1026
8006,124,17,일반,0.5,4.154
8007,36,80,전공,1.5,3.0417
8008,8,70,전공,1.5,4.6873
8009,107,24,일반,0.5,3.8047
8010,264,25,일반,0.5,3.7519
8011,18,87,교양,1.0,1.3555
8012,162,89,교양,1.0,1.1062
8013,118,87,전공,1.5,1.9627
8014,105,43,교양,1.0,5.7095
8015,227,25,교양,1.0,7.5044
8016,128,63,일반,0.5,1.8539
8017,232,23,일반,0.5,3.8522
8018,35,86,전공,1.5,2.1428
8019,80,22,일반,0.5,3.9062
8020,277,72,전공,1.5,4.2054
8021,270,72,교양,1.0,2.8037
8022,41,11,일반,0.5,4.4622
8023,70,41,전공,1.5,8.8714
8024,150,11,일반,0.5,4.4533
8025,173,85,일반,0.5,0.7529
8026,216,45,일반,0.5,2.7523
8027,230,52,일반,0.5,2.4022
8028,324,18,전공,1.5,12.3046
8029,122,69,일반,0.5,1.5541
8030,56,6,교양,1.0,9.4179
8031,142,41,전공,1.5,8.8606
8032,210,76,교양,1.0,2.4048
8033,134,91,전공,1.5,1.3612
8034,222,93,전공,1.5,1.0568
8035,321,63,일반,0.5,1.8516
8036,36,25,전공,1.5,11.2917
8037,18,85,전공,1.5,2.3333
8038,64,36,전공,1.5,9.6234
8039,125,57,교양,1.0,4.308
8040,220,36,교양,1.0,6.4045
8041,129,58,교양,1.0,4.2078
8042,247,17,일반,0.5,4.152
8043,257,97,교양,1.0,0.3039
8044,10,100,일반,0.5,0.05
8045,196,96,전공,1.5,0.6077
8046,130,99,교양,1.0,0.1077
8047,7,61,전공,1.5,6.064
8048,201,66,일반,0.5,1.7025
8049,47,5,교양,1.0,9.5213
8050,225,84,교양,1.0,1.6044
8051,17,76,전공,1.5,3.6882
8052,141,60,교양,1.0,4.0071
8053,279,48,일반,0.5,2.6018
8054,173,90,교양,1.0,1.0058
8055,164,50,일반,0.5,2.503
8056,129,49,전공,1.5,7.6616
8057,96,55,교양,1.0,4.5104
8058,62,73,일반,0.5,1.3581
8059,97,96,일반,0.5,0.2052
8060,119,36,일반,0.5,3.2042
8061,329,77,일반,0.5,1.1515
8062,224,85,전공,1.5,2.2567
8063,309,37,교양,1.0,6.3032
8064,97,58,일반,0.5,2.1052
8065,84,37,교양,1.0,6.3119
8066,183,81,일반,0.5,0.9527
8067,254,11,교양,1.0,8.9039
8068,39,30,교양,1.0,7.0256
8069,29,69,교양,1.0,3.1345
8070,321,16,전공,1.5,12.6047
8071,321,85,일반,0.5,0.7516
8072,114,84,전공,1.5,2.4132
8073,331,30,교양,1.0,7.003
8074,280,13,전공,1.5,13.0554
8075,319,79,교양,1.0,2.1031
8076,81,56,전공,1.5,6.6185
8077,213,48,교양,1.0,5.2047
8078,35,77,전공,1.5,3.4928
8079,106,12,전공,1.5,13.2141
8080,65,14,일반,0.5,4.3077
8081,12,61,일반,0.5,1.9916
8082,197,44,전공,1.5,8.4076
8083,171,10,교양,1.0,9.0058
8084,51,62,전공,1.5,5.7294
8085,18,5,교양,1.0,9.5555
8086,282,35,일반,0.5,3.2518
8087,264,31,전공,1.5,10.3557
8088,321,15,전공,1.5,12.7547
8089,126,80,일반,0.5,1.004
8090,168,14,교양,1.0,8.606
8091,250,66,교양,1.0,3.404
8092,141,80,일반,0.5,1.0035
8093,90,70,일반,0.5,1.5056
8094,9,33,교양,1.0,6.811
8095,59,36,일반,0.5,3.2085
8096,186,64,전공,1.5,5.4081
8097,233,46,교양,1.0,5.4043
8098,292,27,일반,0.5,3.6517
8099,56,82,교양,1.0,1.8179
8100,116,89,일반,0.5,0.5543
8101,106,68,교양,1.0,3.2094
8102,322,40,교양,1.0,6.0031
8103,270,38,전공,1.5,9.3056
8104,206,7,일반,0.5,4.6524
8105,154,82,일반,0.5,0.9032
8106,243,99,교양,1.0,0.1041
8107,143,41,일반,0.5,2.9535
8108,196,82,교양,1.0,1.8051
8109,103,1,교양,1.0,9.9097
8110,267,50,일반,0.5,2.5019
8111,258,9,일반,0.5,4.5519
8112,38,40,교양,1.0,6.0263
8113,316,45,전공,1.5,8.2547
8114,146,39,전공,1.5,9.1603
8115,117,61,일반,0.5,1.9543
8116,29,44,일반,0.5,2.8172
8117,305,49,교양,1.0,5.1033
8118,295,75,일반,0.5,1.2517
8119,59,58,전공,1.5,6.3254
8120,291,67,전공,1.5,4.9552
8121,208,38,일반,0.5,3.1024
8122,41,75,일반,0.5,1.2622
8123,160,19,전공,1.5,12.1594
8124,73,59,일반,0.5,2.0568
8125,163,62,교양,1.0,3.8061
8126,221,58,일반,0.5,2.1023
8127,165,85,일반,0.5,0.753
8128,238,39,전공,1.5,9.1563
8129,80,92,교양,1.0,0.8125
8130,316,30,일반,0.5,3.5016
8131,191,49,교양,1.0,5.1052
8132,51,97,교양,1.0,0.3196
8133,128,13,전공,1.5,13.0617
8134,21,66,교양,1.0,3.4476
8135,215,42,교양,1.0,5.8047
8136,326,77,일반,0.5,1.1515
8137,43,91,교양,1.0,0.9233
8138,316,74,전공,1.5,3.9047
8139,333,26,교양,1.0,7.403
8140,5,100,전공,1.5,0.2994
8141,165,76,교양,1.0,2.4061
8142,3,2,교양,1.0,10.1322
8143,260,36,전공,1.5,9.6058
8144,249,58,전공,1.5,6.306
8145,181,52,일반,0.5,2.4028
8146,111,45,일반,0.5,2.7545
8147,223,48,전공,1.5,7.8067
8148,154,58,일반,0.5,2.1032
8149,138,70,교양,1.0,3.0072
8150,83,47,교양,1.0,5.312
8151,237,76,전공,1.5,3.6063
8152,188,58,일반,0.5,2.1027
8153,55,59,교양,1.0,4.1182
8154,106,66,교양,1.0,3.4094
8155,294,24,전공,1.5,11.4051
8156,191,45,전공,1.5,8.2579
8157,154,9,일반,0.5,4.5532
8158,59,47,교양,1.0,5.3169
8159,56,65,일반,0.5,1.7589
8160,284,35,교양,1.0,6.5035
8161,50,49,일반,0.5,2.56
8162,244,15,일반,0.5,4.252
8163,143,23,교양,1.0,7.707
8164,267,84,전공,1.5,2.4056
8165,40,6,교양,1.0,9.425
8166,13,67,일반,0.5,1.6884
8167,331,2,교양,1.0,9.803
8168,140,15,교양,1.0,8.5071
8169,277,39,일반,0.5,3.0518
8170,67,83,일반,0.5,0.8575
8171,1,19,교양,1.0,9.0901
8172,91,59,일반,0.5,2.0555
8173,15,68,일반,0.5,1.6333
8174,178,60,교양,1.0,4.0056
8175,277,24,일반,0.5,3.8018
8176,326,33,일반,0.5,3.3515
8177,259,47,일반,0.5,2.6519
8178,121,49,전공,1.5,7.6624
8179,81,65,교양,1.0,3.5123
8180,3,17,전공,1.5,12.9483
8181,69,60,교양,1.0,4.0145
8182,126,20,전공,1.5,12.0119
8183,328,43,교양,1.0,5.703
8184,69,16,전공,1.5,12.6217
8185,196,33,일반,0.5,3.3526
8186,249,49,전공,1.5,7.656
8187,230,60,일반,0.5,2.0022
8188,105,52,전공,1.5,7.2143
8189,45,8,전공,1.5,13.8333
8190,27,43,전공,1.5,8.6055
8191,135,100,전공,1.5,0.0111
8192,214,86,일반,0.5,0.7023
8193,235,65,일반,0.5,1.7521
8194,316,60,전공,1.5,6.0047
8195,290,5,일반,0.5,4.7517
8196,220,8,일반,0.5,4.6023
8197,135,49,일반,0.5,2.5537
8198,147,71,전공,1.5,4.3602
8199,120,66,교양,1.0,3.4083
8200,228,23,교양,1.0,7.7044
8201,62,24,교양,1.0,7.6161
8202,103,76,일반,0.5,1.2049
8203,205,27,일반,0.5,3.6524
8204,153,18,일반,0.5,4.1033
8205,321,85,전공,1.5,2.2547
8206,154,93,전공,1.5,1.0597
8207,202,90,교양,1.0,1.005
8208,264,73,전공,1.5,4.0557
8209,84,66,일반,0.5,1.706
8210,179,90,교양,1.0,1.0056
8211,125,72,전공,1.5,4.212
8212,45,16,교양,1.0,8.4222
8213,80,71,일반,0.5,1.4562
8214,152,44,교양,1.0,5.6066
8215,257,24,일반,0.5,3.8019
8216,26,91,교양,1.0,0.9384
8217,244,57,교양,1.0,4.3041
8218,113,100,교양,1.0,0.0088
8219,71,25,전공,1.5,11.2711
8220,275,78,일반,0.5,1.1018
8221,194,18,일반,0.5,4.1026
8222,40,38,일반,0.5,3.1125
8223,48,46,교양,1.0,5.4208
8224,287,2,일반,0.5,4.9017
8225,245,18,교양,1.0,8.2041
8226,57,4,전공,1.5,14.4263
8227,193,91,교양,1.0,0.9052
8228,270,40,전공,1.5,9.0056
8229,168,13,전공,1.5,13.0589
8230,213,32,교양,1.0,6.8047
8231,272,92,교양,1.0,0.8037
8232,158,35,교양,1.0,6.5063
8233,91,83,전공,1.5,2.5665
8234,89,0,전공,1.5,15.0169
8235,307,79,교양,1.0,2.1033
8236,283,24,일반,0.5,3.8018
8237,175,29,교양,1.0,7.1057
8238,106,99,전공,1.5,0.1641
8239,65,20,일반,0.5,4.0077
8240,323,39,교양,1.0,6.1031
8241,77,89,일반,0.5,0.5565
8242,317,67,전공,1.5,4.9547
8243,55,29,전공,1.5,10.6773
8244,317,42,전공,1.5,8.7047
8245,7,60,일반,0.5,2.0713
8246,142,0,전공,1.5,15.0106
8247,295,89,일반,0.5,0.5517
8248,148,32,전공,1.5,10.2101
8249,139,35,전공,1.5,9.7608
8250,140,11,일반,0.5,4.4536
8251,73,65,전공,1.5,5.2705
8252,53,88,전공,1.5,1.8283
8253,268,49,교양,1.0,5.1037
8254,320,42,일반,0.5,2.9016
8255,206,95,전공,1.5,0.7573
8256,116,16,전공,1.5,12.6129
8257,271,78,교양,1.0,2.2037
8258,277,39,교양,1.0,6.1036
8259,53,99,일반,0.5,0.0594
8260,281,37,교양,1.0,6.3036
8261,325,98,교양,1.0,0.2031
8262,201,28,교양,1.0,7.205
8263,299,69,전공,1.5,4.655
8264,280,12,일반,0.5,4.4018
8265,22,77,교양,1.0,2.3454
8266,263,87,전공,1.5,1.9557
8267,264,6,일반,0.5,4.7019
8268,45,42,일반,0.5,2.9111
8269,123,1,일반,0.5,4.9541
8270,120,95,일반,0.5,0.2542
8271,33,85,일반,0.5,0.7651
8272,158,99,일반,0.5,0.0532
8273,250,68,전공,1.5,4.806
8274,85,9,일반,0.5,4.5559
8275,106,82,일반,0.5,0.9047
8276,34,44,전공,1.5,8.4441
8277,136,53,교양,1.0,4.7074
8278,259,40,교양,1.0,6.0039
8279,317,80,일반,0.5,1.0016
8280,243,83,전공,1.5,2.5562
8281,31,79,교양,1.0,2.1322
8282,187,98,전공,1.5,0.308
8283,202,87,전공,1.5,1.9574
8284,170,29,교양,1.0,7.1059
8285,295,55,교양,1.0,4.5034
8286,54,88,일반,0.5,0.6093
8287,276,52,일반,0.5,2.4018
8288,60,16,교양,1.0,8.4167
8289,304,16,일반,0.5,4.2016
8290,323,3,전공,1.5,14.5546
8291,58,37,일반,0.5,3.1586
8292,143,29,일반,0.5,3.5535
8293,239,64,교양,1.0,3.6042
8294,299,5,교양,1.0,9.5033
8295,317,85,교양,1.0,1.5032
8296,83,45,일반,0.5,2.756
8297,103,25,교양,1.0,7.5097
8298,111,42,전공,1.5,8.7135
8299,121,43,전공,1.5,8.5624
8300,42,50,전공,1.5,7.5357
8301,44,35,일반,0.5,3.2614
8302,177,22,전공,1.5,11.7085
8303,335,20,교양,1.0,8.003
8304,323,10,교양,1.0,9.0031
8305,327,52,일반,0.5,2.4015
8306,56,64,일반,0.5,1.8089
8307,118,41,일반,0.5,2.9542
8308,12,72,교양,1.0,2.8833
8309,231,41,전공,1.5,8.8565
8310,167,66,전공,1.5,5.109
8311,13,60,교양,1.0,4.0769
8312,21,61,교양,1.0,3.9476
8313,220,62,전공,1.5,5.7068
8314,79,12,교양,1.0,8.8127
8315,130,84,일반,0.5,0.8038
8316,270,83,교양,1.0,1.7037
8317,296,41,교양,1.0,5.9034
8318,141,27,전공,1.5,10.9606
8319,303,26,일반,0.5,3.7017
8320,322,1,교양,1.0,9.9031
8321,233,74,전공,1.5,3.9064
8322,151,2,전공,1.5,14.7099
8323,250,64,일반,0.5,1.802
8324,108,96,교양,1.0,0.4093
8325,307,88,일반,0.5,0.6016
8326,100,55,일반,0.5,2.255
8327,229,20,전공,1.5,12.0065
8328,269,18,전공,1.5,12.3056
8329,290,31,일반,0.5,3.4517
8330,194,50,일반,0.5,2.5026
